"PRODUCT","DRAW NUMBER","DRAW DATE","NUMBER DRAWN 1","NUMBER DRAWN 2","NUMBER DRAWN 3","NUMBER DRAWN 4"
"LOTTO MAX EXTRA",841,"2022-08-05",5,24,28,86
"LOTTO MAX EXTRA",842,"2022-08-09",17,41,79,93
"LOTTO MAX EXTRA",843,"2022-08-12",1,21,22,68
"LOTTO MAX EXTRA",844,"2022-08-16",42,76,92,96
"LOTTO MAX EXTRA",845,"2022-08-19",1,10,53,55
"LOTTO MAX EXTRA",846,"2022-08-23",10,11,52,91
"LOTTO MAX EXTRA",847,"2022-08-26",13,27,42,49
"LOTTO MAX EXTRA",848,"2022-08-30",1,18,62,90
"LOTTO MAX EXTRA",849,"2022-09-02",32,36,37,72
"LOTTO MAX EXTRA",850,"2022-09-06",32,59,82,97
"LOTTO MAX EXTRA",851,"2022-09-09",3,18,61,90
"LOTTO MAX EXTRA",852,"2022-09-13",9,36,44,54
"LOTTO MAX EXTRA",853,"2022-09-16",48,55,76,96
"LOTTO MAX EXTRA",854,"2022-09-20",27,40,72,99
"LOTTO MAX EXTRA",855,"2022-09-23",9,13,39,86
"LOTTO MAX EXTRA",856,"2022-09-27",36,53,65,90
"LOTTO MAX EXTRA",857,"2022-09-30",42,74,92,99
"LOTTO MAX EXTRA",858,"2022-10-04",21,35,42,64
"LOTTO MAX EXTRA",859,"2022-10-07",10,49,51,57
"LOTTO MAX EXTRA",860,"2022-10-11",50,67,74,91
"LOTTO MAX EXTRA",861,"2022-10-14",27,34,51,87
"LOTTO MAX EXTRA",862,"2022-10-18",6,28,75,92
"LOTTO MAX EXTRA",863,"2022-10-21",38,74,81,83
"LOTTO MAX EXTRA",864,"2022-10-25",37,38,70,88
"LOTTO MAX EXTRA",865,"2022-10-28",3,24,32,33
"LOTTO MAX EXTRA",866,"2022-11-01",33,46,52,75
"LOTTO MAX EXTRA",867,"2022-11-04",9,22,68,84
"LOTTO MAX EXTRA",868,"2022-11-08",20,32,38,88
"LOTTO MAX EXTRA",869,"2022-11-11",23,67,73,89
"LOTTO MAX EXTRA",870,"2022-11-15",19,32,58,83
"LOTTO MAX EXTRA",871,"2022-11-18",25,70,74,96
"LOTTO MAX EXTRA",872,"2022-11-22",14,44,49,51
"LOTTO MAX EXTRA",873,"2022-11-25",8,10,26,62
"LOTTO MAX EXTRA",874,"2022-11-29",13,23,41,78
"LOTTO MAX EXTRA",875,"2022-12-02",36,49,62,89
"LOTTO MAX EXTRA",876,"2022-12-06",2,6,19,48
"LOTTO MAX EXTRA",877,"2022-12-09",4,55,72,88
"LOTTO MAX EXTRA",878,"2022-12-13",13,50,59,76
"LOTTO MAX EXTRA",879,"2022-12-16",55,72,92,94
"LOTTO MAX EXTRA",880,"2022-12-20",3,14,85,91
"LOTTO MAX EXTRA",881,"2022-12-23",7,20,45,64
"LOTTO MAX EXTRA",882,"2022-12-27",8,27,57,93
"LOTTO MAX EXTRA",883,"2022-12-30",47,58,60,62
"LOTTO MAX EXTRA",884,"2023-01-03",21,24,25,43
"LOTTO MAX EXTRA",885,"2023-01-06",18,32,72,82
"LOTTO MAX EXTRA",886,"2023-01-10",18,34,69,93
"LOTTO MAX EXTRA",887,"2023-01-13",13,26,48,82
"LOTTO MAX EXTRA",888,"2023-01-17",16,25,35,78
"LOTTO MAX EXTRA",889,"2023-01-20",1,8,19,49
"LOTTO MAX EXTRA",890,"2023-01-24",29,56,62,76
"LOTTO MAX EXTRA",891,"2023-01-27",37,39,48,53
"LOTTO MAX EXTRA",892,"2023-01-31",37,78,92,99
"LOTTO MAX EXTRA",893,"2023-02-03",2,33,83,99
"LOTTO MAX EXTRA",894,"2023-02-07",11,30,85,91
"LOTTO MAX EXTRA",895,"2023-02-10",18,20,55,66
"LOTTO MAX EXTRA",896,"2023-02-14",19,47,64,77
"LOTTO MAX EXTRA",897,"2023-02-17",52,72,74,95
"LOTTO MAX EXTRA",898,"2023-02-21",13,62,63,89
"LOTTO MAX EXTRA",899,"2023-02-24",60,63,67,95
"LOTTO MAX EXTRA",900,"2023-02-28",18,75,90,94
"LOTTO MAX EXTRA",901,"2023-03-03",52,65,70,88
"LOTTO MAX EXTRA",902,"2023-03-07",6,22,73,88
"LOTTO MAX EXTRA",903,"2023-03-10",28,31,65,69
"LOTTO MAX EXTRA",904,"2023-03-14",21,39,77,94
"LOTTO MAX EXTRA",905,"2023-03-17",69,79,93,95
"LOTTO MAX EXTRA",906,"2023-03-21",61,81,95,96
"LOTTO MAX EXTRA",907,"2023-03-24",23,29,31,96
"LOTTO MAX EXTRA",908,"2023-03-28",27,36,80,96
"LOTTO MAX EXTRA",909,"2023-03-31",9,22,36,94
"LOTTO MAX EXTRA",910,"2023-04-04",43,61,86,99
"LOTTO MAX EXTRA",911,"2023-04-07",5,30,50,53
"LOTTO MAX EXTRA",912,"2023-04-11",26,40,71,74
"LOTTO MAX EXTRA",913,"2023-04-14",1,58,60,98
"LOTTO MAX EXTRA",914,"2023-04-18",13,64,73,74
"LOTTO MAX EXTRA",915,"2023-04-21",45,65,83,93
"LOTTO MAX EXTRA",916,"2023-04-25",9,24,53,59
"LOTTO MAX EXTRA",917,"2023-04-28",1,15,25,58
"LOTTO MAX EXTRA",918,"2023-05-02",12,42,57,96
"LOTTO MAX EXTRA",919,"2023-05-05",37,56,63,88
"LOTTO MAX EXTRA",920,"2023-05-09",6,19,38,74
"LOTTO MAX EXTRA",921,"2023-05-12",13,54,77,87
"LOTTO MAX EXTRA",922,"2023-05-16",17,21,53,72
"LOTTO MAX EXTRA",923,"2023-05-19",3,42,48,77
"LOTTO MAX EXTRA",924,"2023-05-23",1,16,47,97
"LOTTO MAX EXTRA",925,"2023-05-26",3,13,53,69
"LOTTO MAX EXTRA",926,"2023-05-30",53,55,80,98
"LOTTO MAX EXTRA",927,"2023-06-02",23,63,68,93
"LOTTO MAX EXTRA",928,"2023-06-06",28,55,67,74
"LOTTO MAX EXTRA",929,"2023-06-09",18,55,66,67
"LOTTO MAX EXTRA",930,"2023-06-13",16,20,65,74
"LOTTO MAX EXTRA",931,"2023-06-16",28,58,60,75
"LOTTO MAX EXTRA",932,"2023-06-20",6,35,44,76
"LOTTO MAX EXTRA",933,"2023-06-23",20,22,27,85
"LOTTO MAX EXTRA",934,"2023-06-27",3,26,60,82
"LOTTO MAX EXTRA",935,"2023-06-30",13,14,64,99
"LOTTO MAX EXTRA",936,"2023-07-04",36,71,76,82
"LOTTO MAX EXTRA",937,"2023-07-07",36,51,88,97
"LOTTO MAX EXTRA",938,"2023-07-11",12,42,54,79
"LOTTO MAX EXTRA",939,"2023-07-14",15,60,72,83
"LOTTO MAX EXTRA",940,"2023-07-18",40,67,77,99
"LOTTO MAX EXTRA",941,"2023-07-21",4,16,38,63
"LOTTO MAX EXTRA",942,"2023-07-25",34,40,74,90
"LOTTO MAX EXTRA",943,"2023-07-28",25,51,61,68
"LOTTO MAX EXTRA",944,"2023-08-01",11,70,79,82
"LOTTO MAX EXTRA",945,"2023-08-04",10,14,27,86
"LOTTO MAX EXTRA",946,"2023-08-08",36,52,79,89
"LOTTO MAX EXTRA",947,"2023-08-11",30,32,39,41
"LOTTO MAX EXTRA",948,"2023-08-15",12,21,87,91
"LOTTO MAX EXTRA",949,"2023-08-18",5,6,18,92
"LOTTO MAX EXTRA",950,"2023-08-22",15,43,55,92
"LOTTO MAX EXTRA",951,"2023-08-25",56,65,71,73
"LOTTO MAX EXTRA",952,"2023-08-29",31,69,93,98
"LOTTO MAX EXTRA",953,"2023-09-01",31,43,64,96
"LOTTO MAX EXTRA",954,"2023-09-05",76,78,88,90
"LOTTO MAX EXTRA",955,"2023-09-08",13,14,55,99
"LOTTO MAX EXTRA",956,"2023-09-12",63,88,90,99
"LOTTO MAX EXTRA",957,"2023-09-15",22,39,50,92
"LOTTO MAX EXTRA",958,"2023-09-19",27,79,86,88
"LOTTO MAX EXTRA",959,"2023-09-22",10,30,52,95
"LOTTO MAX EXTRA",960,"2023-09-26",8,17,24,28
"LOTTO MAX EXTRA",961,"2023-09-29",51,58,85,94
"LOTTO MAX EXTRA",962,"2023-10-03",21,54,72,89
"LOTTO MAX EXTRA",963,"2023-10-06",1,2,7,79
"LOTTO MAX EXTRA",964,"2023-10-10",20,55,74,76
"LOTTO MAX EXTRA",965,"2023-10-13",29,62,78,96
"LOTTO MAX EXTRA",966,"2023-10-17",27,53,56,79
"LOTTO MAX EXTRA",967,"2023-10-20",15,25,26,30
"LOTTO MAX EXTRA",968,"2023-10-24",7,19,56,96
"LOTTO MAX EXTRA",969,"2023-10-27",3,43,76,84
"LOTTO MAX EXTRA",970,"2023-10-31",3,6,13,16
"LOTTO MAX EXTRA",971,"2023-11-03",20,22,35,70
"LOTTO MAX EXTRA",972,"2023-11-07",41,51,57,83
"LOTTO MAX EXTRA",973,"2023-11-10",9,29,60,77
"LOTTO MAX EXTRA",974,"2023-11-14",6,24,53,81
"LOTTO MAX EXTRA",975,"2023-11-17",6,57,58,76
"LOTTO MAX EXTRA",976,"2023-11-21",22,46,47,56
"LOTTO MAX EXTRA",977,"2023-11-24",62,70,80,85
"LOTTO MAX EXTRA",978,"2023-11-28",12,36,68,82
"LOTTO MAX EXTRA",979,"2023-12-01",30,71,73,84
"LOTTO MAX EXTRA",980,"2023-12-05",8,25,55,64
"LOTTO MAX EXTRA",981,"2023-12-08",7,25,84,86
"LOTTO MAX EXTRA",982,"2023-12-12",3,21,29,56
"LOTTO MAX EXTRA",983,"2023-12-15",57,58,83,97
"LOTTO MAX EXTRA",984,"2023-12-19",7,23,27,88
"LOTTO MAX EXTRA",985,"2023-12-22",20,40,47,58
"LOTTO MAX EXTRA",986,"2023-12-26",32,38,76,88
"LOTTO MAX EXTRA",987,"2023-12-29",26,39,42,53
"LOTTO MAX EXTRA",988,"2024-01-02",10,13,85,87
"LOTTO MAX EXTRA",989,"2024-01-05",3,23,42,45
"LOTTO MAX EXTRA",990,"2024-01-09",13,44,64,84
"LOTTO MAX EXTRA",991,"2024-01-12",3,65,68,96
"LOTTO MAX EXTRA",992,"2024-01-16",17,39,57,96
"LOTTO MAX EXTRA",993,"2024-01-19",10,12,33,58
"LOTTO MAX EXTRA",994,"2024-01-23",20,37,59,70
"LOTTO MAX EXTRA",995,"2024-01-26",5,11,24,29
"LOTTO MAX EXTRA",996,"2024-01-30",34,36,85,96
"LOTTO MAX EXTRA",997,"2024-02-02",15,37,39,80
"LOTTO MAX EXTRA",998,"2024-02-06",3,12,66,93
"LOTTO MAX EXTRA",999,"2024-02-09",10,41,68,86
"LOTTO MAX EXTRA",1000,"2024-02-13",1,30,56,76
"LOTTO MAX EXTRA",1001,"2024-02-16",7,12,79,86
"LOTTO MAX EXTRA",1002,"2024-02-20",64,76,82,83
"LOTTO MAX EXTRA",1003,"2024-02-23",8,15,20,91
"LOTTO MAX EXTRA",1004,"2024-02-27",12,36,60,88
"LOTTO MAX EXTRA",1005,"2024-03-01",23,47,67,91
"LOTTO MAX EXTRA",1006,"2024-03-05",31,54,64,69
"LOTTO MAX EXTRA",1007,"2024-03-08",58,66,69,79
"LOTTO MAX EXTRA",1008,"2024-03-12",38,52,61,69
"LOTTO MAX EXTRA",1009,"2024-03-15",30,65,70,84
"LOTTO MAX EXTRA",1010,"2024-03-19",59,65,68,78
"LOTTO MAX EXTRA",1011,"2024-03-22",16,17,36,63
"LOTTO MAX EXTRA",1012,"2024-03-26",14,38,45,85
"LOTTO MAX EXTRA",1013,"2024-03-29",5,29,59,82
"LOTTO MAX EXTRA",1014,"2024-04-02",6,25,60,96
"LOTTO MAX EXTRA",1015,"2024-04-05",6,12,24,77
"LOTTO MAX EXTRA",1016,"2024-04-09",15,23,89,90
"LOTTO MAX EXTRA",1017,"2024-04-12",22,32,66,93
"LOTTO MAX EXTRA",1018,"2024-04-16",54,68,79,82
"LOTTO MAX EXTRA",1019,"2024-04-19",6,26,32,45
"LOTTO MAX EXTRA",1020,"2024-04-23",3,31,32,89
"LOTTO MAX EXTRA",1021,"2024-04-26",23,25,46,84
"LOTTO MAX EXTRA",1022,"2024-04-30",13,55,60,62
"LOTTO MAX EXTRA",1023,"2024-05-03",5,20,64,90
"LOTTO MAX EXTRA",1024,"2024-05-07",20,60,68,71
"LOTTO MAX EXTRA",1025,"2024-05-10",2,49,53,58
"LOTTO MAX EXTRA",1026,"2024-05-14",42,50,58,95
"LOTTO MAX EXTRA",1027,"2024-05-17",19,34,85,99
"LOTTO MAX EXTRA",1028,"2024-05-21",5,18,39,90
"LOTTO MAX EXTRA",1029,"2024-05-24",14,15,19,89
"LOTTO MAX EXTRA",1030,"2024-05-28",39,49,67,68
"LOTTO MAX EXTRA",1031,"2024-05-31",21,26,35,93
"LOTTO MAX EXTRA",1032,"2024-06-04",45,52,61,73
"LOTTO MAX EXTRA",1033,"2024-06-07",44,78,85,87
"LOTTO MAX EXTRA",1034,"2024-06-11",1,6,25,73
"LOTTO MAX EXTRA",1035,"2024-06-14",13,31,65,92
"LOTTO MAX EXTRA",1036,"2024-06-18",3,20,43,78
"LOTTO MAX EXTRA",1037,"2024-06-21",15,28,29,81
"LOTTO MAX EXTRA",1038,"2024-06-25",21,34,69,95
"LOTTO MAX EXTRA",1039,"2024-06-28",20,45,54,96
"LOTTO MAX EXTRA",1040,"2024-07-02",25,91,92,96
"LOTTO MAX EXTRA",1041,"2024-07-05",13,18,60,92
"LOTTO MAX EXTRA",1042,"2024-07-09",44,60,63,65
"LOTTO MAX EXTRA",1043,"2024-07-12",1,37,45,71
"LOTTO MAX EXTRA",1044,"2024-07-16",6,11,50,95
"LOTTO MAX EXTRA",1045,"2024-07-19",11,26,29,70
"LOTTO MAX EXTRA",1046,"2024-07-23",1,7,22,29
"LOTTO MAX EXTRA",1047,"2024-07-26",28,59,85,98
"LOTTO MAX EXTRA",1048,"2024-07-30",7,37,44,69
"LOTTO MAX EXTRA",1049,"2024-08-02",27,69,79,84
"LOTTO MAX EXTRA",1050,"2024-08-06",4,28,66,74
"LOTTO MAX EXTRA",1051,"2024-08-09",23,35,81,87
"LOTTO MAX EXTRA",1052,"2024-08-13",22,60,85,90
"LOTTO MAX EXTRA",1053,"2024-08-16",8,36,46,69
"LOTTO MAX EXTRA",1054,"2024-08-20",34,68,75,79
"LOTTO MAX EXTRA",1055,"2024-08-23",6,27,49,99
"LOTTO MAX EXTRA",1056,"2024-08-27",15,17,69,89
"LOTTO MAX EXTRA",1057,"2024-08-30",33,35,46,52
"LOTTO MAX EXTRA",1058,"2024-09-03",24,28,65,93
"LOTTO MAX EXTRA",1059,"2024-09-06",45,57,80,96
"LOTTO MAX EXTRA",1060,"2024-09-10",18,19,56,84
"LOTTO MAX EXTRA",1061,"2024-09-13",2,52,76,97
"LOTTO MAX EXTRA",1062,"2024-09-17",3,67,94,99
"LOTTO MAX EXTRA",1063,"2024-09-20",5,6,25,30
"LOTTO MAX EXTRA",1064,"2024-09-24",3,43,69,77
"LOTTO MAX EXTRA",1065,"2024-09-27",18,19,27,45
"LOTTO MAX EXTRA",1066,"2024-10-01",13,16,18,75
"LOTTO MAX EXTRA",1067,"2024-10-04",30,73,75,85
"LOTTO MAX EXTRA",1068,"2024-10-08",50,56,70,76
"LOTTO MAX EXTRA",1069,"2024-10-11",48,68,76,84
"LOTTO MAX EXTRA",1070,"2024-10-15",40,46,53,82
"LOTTO MAX EXTRA",1071,"2024-10-18",27,35,49,71
"LOTTO MAX EXTRA",1072,"2024-10-22",61,76,90,91
"LOTTO MAX EXTRA",1073,"2024-10-25",32,39,51,98
"LOTTO MAX EXTRA",1074,"2024-10-29",21,48,50,98
"LOTTO MAX EXTRA",1075,"2024-11-01",24,28,31,44
"LOTTO MAX EXTRA",1076,"2024-11-05",5,50,64,90
"LOTTO MAX EXTRA",1077,"2024-11-08",7,13,18,72
"LOTTO MAX EXTRA",1078,"2024-11-12",18,29,36,55
"LOTTO MAX EXTRA",1079,"2024-11-15",19,46,53,76
"LOTTO MAX EXTRA",1080,"2024-11-19",37,48,74,85
"LOTTO MAX EXTRA",1081,"2024-11-22",11,12,23,55
"LOTTO MAX EXTRA",1082,"2024-11-26",13,29,59,70
"LOTTO MAX EXTRA",1083,"2024-11-29",25,44,74,89
"LOTTO MAX EXTRA",1084,"2024-12-03",30,45,70,84
"LOTTO MAX EXTRA",1085,"2024-12-06",24,70,72,99
"LOTTO MAX EXTRA",1086,"2024-12-10",15,59,70,77
"LOTTO MAX EXTRA",1087,"2024-12-13",15,16,44,90
"LOTTO MAX EXTRA",1088,"2024-12-17",24,63,66,99
"LOTTO MAX EXTRA",1089,"2024-12-20",1,14,16,22
"LOTTO MAX EXTRA",1090,"2024-12-24",5,14,52,68
"LOTTO MAX EXTRA",1091,"2024-12-27",54,62,81,82
"LOTTO MAX EXTRA",1092,"2024-12-31",18,24,31,46
"LOTTO MAX EXTRA",1093,"2025-01-03",32,36,69,85
"LOTTO MAX EXTRA",1094,"2025-01-07",6,33,87,93
"LOTTO MAX EXTRA",1095,"2025-01-10",8,27,40,66
"LOTTO MAX EXTRA",1096,"2025-01-14",3,8,40,85
"LOTTO MAX EXTRA",1097,"2025-01-17",26,36,47,82
"LOTTO MAX EXTRA",1098,"2025-01-21",12,68,75,80
"LOTTO MAX EXTRA",1099,"2025-01-24",11,20,23,86
"LOTTO MAX EXTRA",1100,"2025-01-28",23,31,68,88
"LOTTO MAX EXTRA",1101,"2025-01-31",14,67,71,89
"LOTTO MAX EXTRA",1102,"2025-02-04",18,79,83,89
"LOTTO MAX EXTRA",1103,"2025-02-07",51,68,80,91
"LOTTO MAX EXTRA",1104,"2025-02-11",3,8,42,57
"LOTTO MAX EXTRA",1105,"2025-02-14",15,22,71,78
"LOTTO MAX EXTRA",1106,"2025-02-18",13,59,70,97
"LOTTO MAX EXTRA",1107,"2025-02-21",13,28,57,96
"LOTTO MAX EXTRA",1108,"2025-02-25",29,44,81,95
"LOTTO MAX EXTRA",1109,"2025-02-28",4,22,67,82
"LOTTO MAX EXTRA",1110,"2025-03-04",52,56,65,92
"LOTTO MAX EXTRA",1111,"2025-03-07",6,36,43,89
"LOTTO MAX EXTRA",1112,"2025-03-11",5,7,72,84
"LOTTO MAX EXTRA",1113,"2025-03-14",36,46,56,77
"LOTTO MAX EXTRA",1114,"2025-03-18",70,74,92,98
"LOTTO MAX EXTRA",1115,"2025-03-21",16,20,49,86
"LOTTO MAX EXTRA",1116,"2025-03-25",14,15,24,38
"LOTTO MAX EXTRA",1117,"2025-03-28",24,62,66,91
"LOTTO MAX EXTRA",1118,"2025-04-01",19,27,47,65
"LOTTO MAX EXTRA",1119,"2025-04-04",56,71,78,80
"LOTTO MAX EXTRA",1120,"2025-04-08",60,63,69,73
"LOTTO MAX EXTRA",1121,"2025-04-11",3,19,21,64
"LOTTO MAX EXTRA",1122,"2025-04-15",3,22,28,32
"LOTTO MAX EXTRA",1123,"2025-04-18",33,58,63,73
"LOTTO MAX EXTRA",1124,"2025-04-22",16,83,97,98
"LOTTO MAX EXTRA",1125,"2025-04-25",23,64,66,77
"LOTTO MAX EXTRA",1126,"2025-04-29",4,23,55,79
"LOTTO MAX EXTRA",1127,"2025-05-02",32,39,75,88
"LOTTO MAX EXTRA",1128,"2025-05-06",3,4,30,91
"LOTTO MAX EXTRA",1129,"2025-05-09",11,57,68,96
"LOTTO MAX EXTRA",1130,"2025-05-13",16,18,33,66
"LOTTO MAX EXTRA",1131,"2025-05-16",2,24,67,86
"LOTTO MAX EXTRA",1132,"2025-05-20",7,17,51,52
"LOTTO MAX EXTRA",1133,"2025-05-23",4,11,54,89
"LOTTO MAX EXTRA",1134,"2025-05-27",8,38,81,82
"LOTTO MAX EXTRA",1135,"2025-05-30",32,49,70,82
"LOTTO MAX EXTRA",1136,"2025-06-03",57,61,84,99
"LOTTO MAX EXTRA",1137,"2025-06-06",26,31,35,53
"LOTTO MAX EXTRA",1138,"2025-06-10",8,33,48,95
"LOTTO MAX EXTRA",1139,"2025-06-13",36,38,79,89
"LOTTO MAX EXTRA",1140,"2025-06-17",50,66,88,98
"LOTTO MAX EXTRA",1141,"2025-06-20",29,57,58,88
"LOTTO MAX EXTRA",1142,"2025-06-24",12,34,60,94
"LOTTO MAX EXTRA",1143,"2025-06-27",9,11,13,70
"LOTTO MAX EXTRA",1144,"2025-07-01",31,47,66,74
"LOTTO MAX EXTRA",1145,"2025-07-04",13,14,75,91
"LOTTO MAX EXTRA",1146,"2025-07-08",1,42,69,75
"LOTTO MAX EXTRA",1147,"2025-07-11",39,47,51,69
"LOTTO MAX EXTRA",1148,"2025-07-15",3,17,54,66
"LOTTO MAX EXTRA",1149,"2025-07-18",12,45,88,95
"LOTTO MAX EXTRA",1150,"2025-07-22",35,46,73,84
"LOTTO MAX EXTRA",1151,"2025-07-25",20,33,36,93
"LOTTO MAX EXTRA",1152,"2025-07-29",6,51,72,91
"LOTTO MAX EXTRA",1153,"2025-08-01",29,46,51,63
"LOTTO MAX EXTRA",1154,"2025-08-05",41,42,45,98
"LOTTO MAX EXTRA",1155,"2025-08-08",17,64,82,94
"LOTTO MAX EXTRA",1156,"2025-08-12",5,55,64,90
"LOTTO MAX EXTRA",1157,"2025-08-15",23,25,50,93
"LOTTO MAX EXTRA",1158,"2025-08-19",16,25,69,80
"LOTTO MAX EXTRA",1159,"2025-08-22",10,20,37,75
"LOTTO MAX EXTRA",1160,"2025-08-26",45,56,70,72
"LOTTO MAX EXTRA",1161,"2025-08-29",5,18,30,31
"LOTTO MAX EXTRA",1162,"2025-09-02",28,55,72,83
"LOTTO MAX EXTRA",1163,"2025-09-05",25,41,52,53
"LOTTO MAX EXTRA",1164,"2025-09-09",18,38,76,86
"LOTTO MAX EXTRA",1165,"2025-09-12",23,49,70,71
"LOTTO MAX EXTRA",1166,"2025-09-16",3,16,26,40
"LOTTO MAX EXTRA",1167,"2025-09-19",46,64,74,76
"LOTTO MAX EXTRA",1168,"2025-09-23",14,24,30,52
"LOTTO MAX EXTRA",1169,"2025-09-26",20,33,43,77
"LOTTO MAX EXTRA",1170,"2025-09-30",36,56,66,67
"LOTTO MAX EXTRA",1171,"2025-10-03",11,16,77,78
"LOTTO MAX EXTRA",1172,"2025-10-07",1,34,43,51
"LOTTO MAX EXTRA",1173,"2025-10-10",63,69,83,96
"LOTTO MAX EXTRA",1174,"2025-10-14",39,63,70,92
"LOTTO MAX EXTRA",1175,"2025-10-17",17,25,34,49
"LOTTO MAX EXTRA",1176,"2025-10-21",1,2,52,80
"LOTTO MAX EXTRA",1177,"2025-10-24",12,30,77,80
"LOTTO MAX EXTRA",1178,"2025-10-28",40,45,50,85
"LOTTO MAX EXTRA",1179,"2025-10-31",13,42,67,68
"LOTTO MAX EXTRA",1180,"2025-11-04",2,23,26,40
"LOTTO MAX EXTRA",1181,"2025-11-07",1,19,54,69
"LOTTO MAX EXTRA",1182,"2025-11-11",43,62,76,84
"LOTTO MAX EXTRA",1183,"2025-11-14",29,31,40,60
"LOTTO MAX EXTRA",1184,"2025-11-18",10,58,89,95
"LOTTO MAX EXTRA",1185,"2025-11-21",37,53,68,87
"LOTTO MAX EXTRA",1186,"2025-11-25",1,24,69,86
"LOTTO MAX EXTRA",1187,"2025-11-28",12,23,43,44
"LOTTO MAX EXTRA",1188,"2025-12-02",15,57,63,94
"LOTTO MAX EXTRA",1189,"2025-12-05",12,26,33,55
"LOTTO MAX EXTRA",1190,"2025-12-09",45,49,54,68
"LOTTO MAX EXTRA",1191,"2025-12-12",2,20,28,71
"LOTTO MAX EXTRA",1192,"2025-12-16",32,61,89,99
"LOTTO MAX EXTRA",1193,"2025-12-19",65,68,79,94
"LOTTO MAX EXTRA",1194,"2025-12-23",37,50,59,73
"LOTTO MAX EXTRA",1195,"2025-12-26",42,62,66,95
"LOTTO MAX EXTRA",1196,"2025-12-30",20,34,38,84
"LOTTO MAX EXTRA",1197,"2026-01-02",13,60,66,82
"LOTTO MAX EXTRA",1198,"2026-01-06",3,35,55,93
"LOTTO MAX EXTRA",1199,"2026-01-09",2,4,40,75
"LOTTO MAX EXTRA",1200,"2026-01-13",22,60,79,88
"LOTTO MAX EXTRA",1201,"2026-01-16",27,52,56,90
"LOTTO MAX EXTRA",1202,"2026-01-20",4,17,19,86
"LOTTO MAX EXTRA",1203,"2026-01-23",6,19,37,72
"LOTTO MAX EXTRA",1204,"2026-01-27",43,44,49,91
"LOTTO MAX EXTRA",1205,"2026-01-30",30,33,57,94
"LOTTO MAX EXTRA",1206,"2026-02-03",3,6,81,96
"LOTTO MAX EXTRA",1207,"2026-02-06",36,68,69,93
"LOTTO MAX EXTRA",1208,"2026-02-10",22,28,72,82
"LOTTO MAX EXTRA",1209,"2026-02-13",55,56,70,87
"LOTTO MAX EXTRA",1210,"2026-02-17",3,50,80,91
"LOTTO MAX EXTRA",1211,"2026-02-20",14,36,81,82
